hotel_name,url_short,other_rating
Silken Gran Hotel Havana,https://www.hotels.com/ho127931/gran-hotel-havana-barcelona-spain/,9.0
Royal Saint Michel,https://www.hotels.com/ho282339/hotel-royal-saint-michel-paris-france/,8.4
Holiday Inn Amsterdam Arena Towers,https://www.hotels.com/ho449122/holiday-inn-express-amsterdam-arena-towers-an-ihg-hotel-amsterdam-netherlands/,8.2
Duquesa Suites Barcelona,https://www.hotels.com/ho614904/duquesa-suites-barcelona-spain/,9.4
Hotel Principe Di Savoia,https://www.hotels.com/ho141199/hotel-principe-di-savoia-dorchester-collection-milan-italy/,9.4
H10 Universitat,https://www.hotels.com/ho222432/h10-universitat-hotel-barcelona-spain/,8.6
Hilton Amsterdam,https://www.hotels.com/ho113121/hilton-amsterdam-amsterdam-netherlands/,8.8
Pullman Barcelona Skipper,https://www.hotels.com/ho250606/pullman-barcelona-skipper-barcelona-spain/,8.0
Catalonia Rigoletto,https://www.hotels.com/ho320583/catalonia-rigoletto-hotel-barcelona-spain/,8.4
The Pelham Starhotels Collezione,https://www.hotels.com/ho130930/the-pelham-london-starhotels-collezione-london-united-kingdom/,9.0
Best Western Premier Kapital Op ra,https://www.hotels.com/ho555429/best-western-premier-kapital-opera-paris-france/,9.0
Villa Panth on,https://www.hotels.com/ho2500687520/casa-pancha-puerto-vallarta-puerto-vallarta-mexico/,9.6
The Westbourne Hyde Park,https://www.hotels.com/ho203217/the-westbourne-hyde-park-london-united-kingdom/,9.0
The Park Tower Knightsbridge a Luxury Collection Hotel,https://www.hotels.com/ho141166/the-park-tower-knightsbridge-a-luxury-collection-hotel-london-united-kingdom/,8.0
Novotel Barcelona City,https://www.hotels.com/ho326337/novotel-barcelona-city-barcelona-spain/,8.6
Sina De La Ville,https://www.hotels.com/ho121792/sina-de-la-ville-milan-italy/,8.2
Oceania Paris Porte De Versailles,https://www.hotels.com/ho236655/hotel-oceania-paris-porte-de-versailles-paris-france/,8.0
Best Western Hotel St George,https://www.hotels.com/ho115444/hotel-st-george-milan-italy/,8.0
Novotel Wien City,https://www.hotels.com/ho259204/novotel-wien-city-vienna-austria/,8.6
Mercure Paris Montmartre Sacr Coeur,https://www.hotels.com/ho110216/mercure-paris-montmartre-sacre-coeur-paris-france/,8.4
Kensington House Hotel,https://www.hotels.com/ho379048/leonardo-royal-london-tower-bridge-london-united-kingdom/,8.2
Hotel Roemer Amsterdam,https://www.hotels.com/ho251213/hotel-roemer-amsterdam-netherlands/,8.6
Crowne Plaza Amsterdam South,https://www.hotels.com/ho382716/crowne-plaza-amsterdam-south-an-ihg-hotel-amsterdam-netherlands/,9.2
Hotel Indigo London Paddington,https://www.hotels.com/ho163537/hotel-indigo-london-hyde-park-paddington-london-united-kingdom/,8.4
W London Leicester Square,https://www.hotels.com/ho332911/w-london-london-united-kingdom/,8.4
Imperial Riding School Renaissance Vienna Hotel,https://www.hotels.com/ho122254/imperial-riding-school-renaissance-vienna-hotel-vienna-austria/,8.2
Pullman Paris Montparnasse,https://www.hotels.com/ho263956/opera-frochot-paris-france/,8.0
The Sumner Hotel,https://www.hotels.com/ho286165/the-sumner-london-united-kingdom/,8.4
Hotel Grums Barcelona,https://www.hotels.com/ho369542/grums-hotel-spa-barcelona-spain/,8.4
Duquesa de Cardona,https://www.hotels.com/ho204312/hotel-duquesa-de-cardona-barcelona-spain/,9.4
Ilunion Almirante,https://www.hotels.com/ho223511/hotel-ilunion-almirante-barcelona-spain/,6.6
UNA Hotel Cusani,https://www.hotels.com/ho126501/unahotels-cusani-milano-milan-italy/,8.8
Hotel Milano Scala,https://www.hotels.com/ho345271/hotel-milano-scala-milan-italy/,9.0
Condes de Barcelona,https://www.hotels.com/ho766241664/hotel-condes-de-barcelona-barcelona-spain/,9.2
Grand Hotel Wien,https://www.hotels.com/ho797639648/romeoapartment-vienna-austria/,8.0
The Rookery,https://www.hotels.com/ho173898/the-rookery-hotel-london-united-kingdom/,9.4
Courthouse Hotel Shoreditch,https://www.hotels.com/London-Hotels-Bright-1-Bedroom-Flat-in-North-London-With-Balcony.h24215562.Hotel-Information,8.0
Hilton London Hyde Park,https://www.hotels.com/ho129345/ibis-london-earls-court-london-united-kingdom/,7.8
Hotel Auriga,https://www.hotels.com/ho396671/voco-milan-fiere-an-ihg-hotel-milan-italy/,8.2
The Academy,https://www.hotels.com/ho249994/ac-hotel-firenze-by-marriott-florence-italy/,8.6
Sydney House Chelsea,https://www.hotels.com/ho379048/leonardo-royal-london-tower-bridge-london-united-kingdom/,8.2
Le Cinq Codet,https://www.hotels.com/ho471658/le-cinq-codet-paris-france/,9.2
The Ned,https://www.hotels.com/ho800718432/the-ned-london-united-kingdom/,9.0
Hotel Marconi,https://www.hotels.com/ho279511/marconi-hotel-milan-italy/,8.6
Hyatt Regency London The Churchill,https://www.hotels.com/ho132436/hyatt-regency-london-the-churchill-london-united-kingdom/,8.8
NH Amsterdam Caransa,https://www.hotels.com/ho139174/nh-amsterdam-caransa-amsterdam-netherlands/,7.8
Select Hotel,https://www.hotels.com/ho307783/select-hotel-berlin-gendarmenmarkt-berlin-germany/,8.2
Der Wilhelmshof,https://www.hotels.com/ho284643/der-wilhelmshof-vienna-austria/,9.2
Hotel Barcelona Center,https://www.hotels.com/ho241542/hotel-barcelona-center-barcelona-spain/,8.6
Hotel Barcelona Universal,https://www.hotels.com/ho195529/hotel-barcelona-universal-barcelona-spain/,8.8
Ohla Eixample,https://www.hotels.com/ho566236/ohla-eixample-barcelona-spain/,9.4
The Laslett,https://www.hotels.com/ho533268/the-laslett-hotel-london-united-kingdom/,9.2
Radisson Blu Style Hotel Vienna,https://www.hotels.com/ho229483/radisson-blu-style-hotel-vienna-vienna-austria/,8.8
Staunton Hotel B B,https://www.hotels.com/ho245761/staunton-hotel-london-united-kingdom/,8.2
Nottingham Place Hotel,https://www.hotels.com/ho224963/nottingham-place-hotel-london-london-united-kingdom/,7.6
Novotel Paris Centre Gare Montparnasse,https://www.hotels.com/ho239910/novotel-paris-centre-gare-montparnasse-paris-france/,8.4
Catalonia Diagonal Centro,https://www.hotels.com/ho282667/catalonia-diagonal-centro-barcelona-spain/,8.0
STRAF a Member of Design Hotels ,https://www.hotels.com/ho218758/strafhotel-bar-a-member-of-design-hotel-milan-italy/,8.6
Hotel Daniel Vienna,https://www.hotels.com/ho455742/hotel-daniel-vienna-vienna-austria/,8.4
Staybridge Suites London Vauxhall,https://www.hotels.com/ho460366/staybridge-suites-london-vauxhall-london-united-kingdom/,9.4
Grosvenor House A JW Marriott Hotel,https://www.hotels.com/ho114513/jw-marriott-grosvenor-house-london-london-united-kingdom/,8.8
Hotel Spadari Al Duomo,https://www.hotels.com/ho319614/hotel-spadari-al-duomo-milan-italy/,9.6
Savoy Hotel Amsterdam,https://www.hotels.com/ho292453/savoy-hotel-amsterdam-amsterdam-netherlands/,6.8
Hotel Op ra Richepanse,https://www.hotels.com/ho184370/hotel-opera-richepanse-paris-france/,9.4
Monument Hotel,https://www.hotels.com/ho419091520/monument-hotel-barcelona-spain/,9.4
Hazlitt s,https://www.hotels.com/ho108803/the-gore-london-starhotels-collezione-london-united-kingdom/,8.6
Senator Hotel Vienna,https://www.hotels.com/ho719280576/hotel-senator-vienna-austria/,7.8
Onix Liceo,https://www.hotels.com/ho301580/onix-liceo-barcelona-spain/,8.0
NH Amsterdam Museum Quarter,https://www.hotels.com/ho210671/nh-amsterdam-museum-quarter-amsterdam-netherlands/,8.4
Forest Hill Paris la Villette,https://www.hotels.com/ho195347/le-remix-hotel-paris-france/,8.0
Ashburn Hotel,https://www.hotels.com/ho114516/holiday-inn-london-kensington-high-st-london-united-kingdom/,7.4
H tel Powers,https://www.hotels.com/ho770556064/dw-albatros-medical-spa-mielno-poland/,7.8
Hotel Ambassador,https://www.hotels.com/ho148307/ambassador-hotel-vienna-austria/,8.6
London Elizabeth Hotel,https://www.hotels.com/ho228481/london-elizabeth-hotel-london-united-kingdom/,8.6
Best Western Hotel Ascot,https://www.hotels.com/ho465994/perth-ascot-central-apartment-hotel-perth-australia/,8.2
Hotel Sans Souci Wien,https://www.hotels.com/ho421376/sans-souci-vienna-vienna-austria/,9.8
The Chess Hotel,https://www.hotels.com/ho175225/the-chess-hotel-paris-france/,8.8
The Park City Grand Plaza Kensington Hotel,https://www.hotels.com/ho128054/the-park-city-grand-plaza-kensington-london-united-kingdom/,8.4
The Hari London,https://www.hotels.com/ho230473/the-hari-london-united-kingdom/,9.2
Holiday Inn Paris Saint Germain des Pr s,https://www.hotels.com/ho114412/hotel-des-grands-voyageurs-dixcove-ghana/,8.2
Napoleon Paris,https://www.hotels.com/ho110405/hotel-napoleon-paris-france/,8.8
London Marriott Hotel County Hall,https://www.hotels.com/ho234896/london-marriott-hotel-county-hall-london-united-kingdom/,8.8
Barcel Milan,https://www.hotels.com/ho219121/h10-marina-barcelona-barcelona-spain/,8.4
Carlyle Brera Hotel,https://www.hotels.com/ho200679/carlyle-brera-hotel-milan-italy/,8.4
Sixtytwo Hotel,https://www.hotels.com/ho206767/hotel-sixtytwo-barcelona-barcelona-spain/,9.2
Hilton Milan,https://www.hotels.com/ho113145/hilton-milan-milan-italy/,8.6
Gallery Hotel,https://www.hotels.com/ho127255/gallery-hotel-barcelona-spain/,9.2
Starhotels Tourist,https://www.hotels.com/ho123589/starhotels-tourist-milan-italy/,8.8
Best Western Premier Marais Grands Boulevards,https://www.hotels.com/ho402997/hotel-marais-grands-boulevards-paris-france/,7.8
NH Wien City,https://www.hotels.com/ho183616/nh-wien-city-vienna-austria/,8.2
Adria Boutique Hotel,https://www.hotels.com/ho414045/the-adria-london-united-kingdom/,9.0
Room Mate Carla,https://www.hotels.com/ho252193/room-mate-carla-barcelona-spain/,9.2
NH Amsterdam Zuid,https://www.hotels.com/ho308177/nh-amsterdam-zuid-amsterdam-netherlands/,8.2
Luxury Suites Amsterdam,https://www.hotels.com/ho508249/luxury-suites-amsterdam-amsterdam-netherlands/,9.6
Claris Hotel Spa GL,https://www.hotels.com/ho129141/claris-hotel-spa-gl-barcelona-spain/,8.8
Montfleuri,https://www.hotels.com/ho405163/montfleuri-hotel-paris-france/,8.4
K K Palais Hotel,https://www.hotels.com/ho170540/k-k-palais-hotel-vienna-austria/,8.8
Novotel Suites Paris Expo Porte de Versailles,https://www.hotels.com/ho402688064/novotel-suites-paris-expo-porte-de-versailles-paris-france/,9.0
The Dorchester Dorchester Collection,https://www.hotels.com/ho477886/the-dorchester-dorchester-collection-london-united-kingdom/,9.4
Appartement Hotel an der Riemergasse,https://www.hotels.com/ho284600/appartement-hotel-an-der-riemergasse-vienna-austria/,9.4
Hotel Domizil,https://www.hotels.com/ho284594/domizil-vienna-austria/,9.0
NH Danube City,https://www.hotels.com/ho139636/nh-danube-city-vienna-austria/,8.4
Hotel Manin,https://www.hotels.com/ho124329/hotel-manin-milan-italy/,8.6
Pullman Paris Centre Bercy,https://www.hotels.com/ho172574/pullman-paris-centre-bercy-paris-france/,9.0
Radisson Blu Hotel Milan,https://www.hotels.com/ho256524/radisson-blu-milan-milan-italy/,8.6
Hotel Pension Baron am Schottentor,https://www.hotels.com/ho430763/hotel-pension-baron-am-schottentor-vienna-austria/,8.0
United Lodge Hotel and Apartments,https://www.hotels.com/ho121040/the-malone-belfast-united-kingdom/,8.4
Residence Du Roy,https://www.hotels.com/ho123641/radisson-blu-royal-garden-hotel-trondheim-norway/,8.0
Hotel Galileo,https://www.hotels.com/ho200740/hotel-galileo-paris-france/,8.8
H tel Duo,https://www.hotels.com/ho527546/jervis-bay-motel-huskisson-australia/,8.6
Mercure London Hyde Park,https://www.hotels.com/ho148373/mercure-london-hyde-park-hotel-london-united-kingdom/,8.2
Best Western Maitrise Hotel Edgware Road,https://www.hotels.com/ho335698/park-plaza-westminster-bridge-london-london-united-kingdom/,8.4
Hotel Trianon Rive Gauche,https://www.hotels.com/ho288506/hotel-trianon-rive-gauche-paris-france/,8.4
Ten Manchester Street Hotel,https://www.hotels.com/ho121670/ten-manchester-street-london-united-kingdom/,8.8
Novotel Paris Vaugirard Montparnasse,https://www.hotels.com/ho182442/novotel-paris-vaugirard-montparnasse-paris-france/,7.8
Andaz Amsterdam Prinsengracht A Hyatt Hotel,https://www.hotels.com/ho420261/andaz-amsterdam-prinsengracht-a-concept-by-hyatt-amsterdam-netherlands/,9.6
W Amsterdam,https://www.hotels.com/ho531973/w-amsterdam-amsterdam-netherlands/,8.2
Crowne Plaza London The City,https://www.hotels.com/ho218450/hyatt-regency-london-blackfriars-london-united-kingdom/,8.2
Hotel The Serras,https://www.hotels.com/ho480663/serras-barcelona-barcelona-spain/,9.8
Corinthia Hotel London,https://www.hotels.com/ho357188/corinthia-london-london-united-kingdom/,9.8
Eurostars Monumental,https://www.hotels.com/ho224156/eurostars-monumental-barcelona-spain/,8.0
Hotel Ares Eiffel,https://www.hotels.com/ho309567/hotel-ares-eiffel-paris-france/,8.8
Hotel Lloyd,https://www.hotels.com/ho279439/hotel-lloyd-milan-milan-italy/,7.4
The Beaufort,https://www.hotels.com/ho399062/the-beaufort-hotel-chepstow-united-kingdom/,7.2
Rainers Hotel Vienna,https://www.hotels.com/ho719283936/hotel-rainers-vienna-austria/,8.4
Hotel Balmes,https://www.hotels.com/ho437081/olivia-balmes-hotel-barcelona-spain/,9.6
Grange White Hall Hotel,https://www.hotels.com/ho153055/grange-white-hall-hotel-london-united-kingdom/,7.6
Acca Palace,https://www.hotels.com/ho377299/acca-palace-hotel-milan-italy/,8.6
Das Opernring Hotel,https://www.hotels.com/ho209504/das-opernring-hotel-vienna-austria/,9.0
Vienna Marriott Hotel,https://www.hotels.com/ho233409/vienna-marriott-hotel-vienna-austria/,8.8
Qualys Hotel Nasco,https://www.hotels.com/ho220461/hotel-nasco-milan-italy/,8.2
The Harmonie Vienna,https://www.hotels.com/ho193946/bw-premier-collection-the-harmonie-vienna-vienna-austria/,9.6
Hotel Manzoni,https://www.hotels.com/ho260973/hotel-manzoni-milan-italy/,9.2
Best Western Premier Louvre Saint Honor ,https://www.hotels.com/ho126590/hotel-louvre-saint-honore-paris-france/,8.0
Senato Hotel Milano,https://www.hotels.com/ho511350/senato-hotel-milano-milan-italy/,9.2
Royal Garden Champs Elysees,https://www.hotels.com/ho120811/royal-garden-champs-elysees-paris-france/,6.8
The Colonnade,https://www.hotels.com/ho151406/colonnade-hotel-london-london-united-kingdom/,6.0
Hotel Mademoiselle,https://www.hotels.com/ho122232/hotel-mademoiselle-paris-france/,8.8
H tel De Castiglione,https://www.hotels.com/ho1960107456/torre-del-melograno-castiglione-in-teverina-italy/,8.8
The Stafford London,https://www.hotels.com/ho176824/the-stafford-london-london-united-kingdom/,9.2
Hotel Pulitzer Paris,https://www.hotels.com/ho168997/hotel-pulitzer-paris-paris-france/,8.6
Andreola Central Hotel,https://www.hotels.com/ho110374/andreola-central-hotel-milan-italy/,8.2
NH Wien Belvedere,https://www.hotels.com/ho191011/nh-wien-belvedere-vienna-austria/,8.2
Best Western Premier Hotel Dante,https://www.hotels.com/ho282684/best-western-premier-hotel-dante-barcelona-spain/,9.0
Nhow Milan,https://www.hotels.com/ho244332/nhow-milano-milan-italy/,8.6
Bentley London,https://www.hotels.com/ho278898/the-bentley-london-london-united-kingdom/,8.6
U232 Hotel,https://www.hotels.com/ho106530/u232-hotel-barcelona-spain/,9.0
Park Plaza London Park Royal,https://www.hotels.com/ho591720/park-plaza-london-park-royal-london-united-kingdom/,8.6
Fairmont Rey Juan Carlos I,https://www.hotels.com/ho130089/fairmont-barcelona-rey-juan-carlos-i-barcelona-spain/,8.6
Auteuil Tour Eiffel,https://www.hotels.com/ho119538/hotel-auteuil-tour-eiffel-paris-france/,8.8
Palais Hansen Kempinski Vienna,https://www.hotels.com/ho424042/palais-hansen-kempinski-vienna-vienna-austria/,9.6
Threadneedles Autograph Collection,https://www.hotels.com/ho198617/threadneedles-autograph-collection-london-united-kingdom/,9.0
Hotel Alimara,https://www.hotels.com/ho120837/hotel-alimara-santa-coloma-de-gramenet-spain/,8.4
Sofitel Legend The Grand Amsterdam,https://www.hotels.com/ho128908/sofitel-legend-the-grand-amsterdam-amsterdam-netherlands/,9.4
Albus Hotel Amsterdam City Centre,https://www.hotels.com/ho204448/albus-hotel-amsterdam-city-centre-amsterdam-netherlands/,8.4
Sofitel Paris Arc De Triomphe,https://www.hotels.com/ho145219/sofitel-paris-arc-de-triomphe-paris-france/,8.8
Austria Trend Hotel Schloss Wilhelminenberg Wien,https://www.hotels.com/ho218882/austria-trend-hotel-schloss-wilhelminenberg-vienna-austria/,8.4
Hotel Villa Emilia,https://www.hotels.com/ho246268/hotel-villa-emilia-barcelona-spain/,9.4
Karma Sanctum Soho Hotel,https://www.hotels.com/ho311943/karma-sanctum-soho-london-united-kingdom/,8.2
Novotel Suites Paris Montreuil Vincennes,https://www.hotels.com/ho193577/novotel-suites-paris-montreuil-vincennes-paris-france/,7.8
Phileas Hotel,https://www.hotels.com/ho324858/phileas-lazare-spa-paris-france/,8.8
Courtyard by Marriott Vienna Prater Messe,https://www.hotels.com/ho264202/courtyard-vienna-prater-messe-vienna-austria/,8.8
Hotel Eug ne en Ville,https://www.hotels.com/ho1490519968/getbytrain-5pax-next-the-train-station-get-downtown-in-minutes-mestre-italy/,8.8
The Arch London,https://www.hotels.com/ho328246/the-prince-akatoki-london-london-united-kingdom/,9.4
NH Collection Barcelona Gran Hotel Calder n,https://www.hotels.com/ho111440/nh-collection-barcelona-gran-hotel-calderon-barcelona-spain/,8.8
Novotel Milano Linate Aeroporto,https://www.hotels.com/ho124865/novotel-milano-linate-aeroporto-milan-italy/,8.2
London Marriott Hotel Kensington,https://www.hotels.com/ho114200/london-marriott-hotel-kensington-london-united-kingdom/,8.6
The Athenaeum,https://www.hotels.com/ho175165/the-athenaeum-hotel-residences-london-united-kingdom/,8.6
Gran Hotel La Florida,https://www.hotels.com/ho212244/gran-hotel-la-florida-sant-just-desvern-spain/,8.8
Chateau Frontenac,https://www.hotels.com/ho282401/hotel-chateau-frontenac-paris-france/,8.8
Grand Visconti Palace,https://www.hotels.com/ho207711/grand-visconti-palace-milan-italy/,8.8
Best Western Bretagne Montparnasse,https://www.hotels.com/ho282525/best-western-bretagne-montparnasse-paris-france/,7.8
Hotel Claridge Paris,https://www.hotels.com/ho282402/hotel-claridge-paris-france/,8.6
IH Hotels Milano Watt 13,https://www.hotels.com/ho254156/ih-hotels-milano-watt-13-milan-italy/,8.0
Edouard 7 Paris Op ra,https://www.hotels.com/ho125391/hotel-edouard-7-paris-opera-paris-france/,8.8
Jumeirah Lowndes Hotel,https://www.hotels.com/ho123193/jumeirah-lowndes-hotel-london-united-kingdom/,8.8
Canal House,https://www.hotels.com/ho366879/canal-house-amsterdam-netherlands/,9.2
9Hotel Republique,https://www.hotels.com/ho545615/9hotel-republique-paris-france/,8.4
Le Relais Montmartre,https://www.hotels.com/ho237397/le-relais-montmartre-paris-france/,9.2
The Yard Milano,https://www.hotels.com/ho388765/the-yard-at-aethos-hotel-milan-italy/,9.2
Hotel Monsieur,https://www.hotels.com/ho536237/hotel-monsieur-spa-paris-france/,8.8
NYX Milan,https://www.hotels.com/ho651146/nyx-hotel-milan-by-leonardo-hotels-milan-italy/,9.0
The Tophams Hotel,https://www.hotels.com/ho184889/tophams-hotel-london-united-kingdom/,8.2
NH Milano Machiavelli,https://www.hotels.com/ho184975/nh-milano-machiavelli-milan-italy/,8.6
Tryp Barcelona Apolo Hotel,https://www.hotels.com/ho121736/hotel-barcelona-apolo-affiliated-by-melia-barcelona-spain/,8.4
Alma Barcelona GL,https://www.hotels.com/ho375477/alma-barcelona-gl-barcelona-spain/,9.6
Best Western Premier Faubourg 88,https://www.hotels.com/ho434993/best-western-premier-faubourg-88-paris-france/,8.4
Gardette Park Hotel,https://www.hotels.com/ho366954/gardette-park-hotel-paris-france/,8.2
Aparthotel Atenea Barcelona,https://www.hotels.com/ho218748/aparthotel-atenea-barcelona-spain/,8.2
Catalonia Port,https://www.hotels.com/ho285393/catalonia-portal-de-l-angel-barcelona-spain/,9.0
The Westin Palace,https://www.hotels.com/ho141180/the-westin-palace-milan-milan-italy/,8.6
Hotel Santa Marta Suites,https://www.hotels.com/ho2665174720/the-garden-suites-by-dot-premium-dixcove-ghana/,10.0
The Zetter Hotel,https://www.hotels.com/ho394485/the-zetter-hotel-london-united-kingdom/,8.8
NH Collection Barcelona Constanza,https://www.hotels.com/ho253911/nh-collection-barcelona-constanza-barcelona-spain/,8.8
NH Milano Grand Hotel Verdi,https://www.hotels.com/ho153668/nh-collection-milano-porta-nuova-milan-italy/,8.4
NH Barcelona Stadium,https://www.hotels.com/ho126943/nh-barcelona-stadium-barcelona-spain/,8.4
Sofitel Vienna Stephansdom,https://www.hotels.com/ho356071/so-vienna-vienna-austria/,9.2
H tel Baume,https://www.hotels.com/ho524551/balmers-hostel-matten-bei-interlaken-switzerland/,8.0
IH Hotels Milano Puccini,https://www.hotels.com/ho279453/ih-hotels-milano-puccini-milan-italy/,7.2
Best Western Hotel City,https://www.hotels.com/ho177913/best-western-hotel-city-milan-italy/,8.2
Grange Blooms Hotel,https://www.hotels.com/ho1677952/grange-blooms-hotel-london-united-kingdom/,7.8
Small Luxury Hotel Altstadt Vienna,https://www.hotels.com/ho284588/small-luxury-hotel-altstadt-vienna-vienna-austria/,9.4
Hotel Vilamar ,https://www.hotels.com/ho213414/hotel-vilamari-barcelona-spain/,8.4
FourSide Hotel Vienna City Center,https://www.hotels.com/ho346141/hotel-orangerie-vienna-austria/,9.2
Knightsbridge Hotel,https://www.hotels.com/ho481124/knightsbridge-hotel-firmdale-hotels-london-united-kingdom/,9.4
Eccleston Square Hotel,https://www.hotels.com/ho199732/eccleston-square-hotel-london-united-kingdom/,8.6
Amp re,https://www.hotels.com/ho713665728/origin-red-rocks-a-wyndham-hotel-golden-united-states-of-america/,9.2
Residence Henri IV,https://www.hotels.com/ho282337/residence-henri-iv-paris-france/,9.2
Hotel L Antoine,https://www.hotels.com/ho261456/antoinette-hotel-wimbledon-london-united-kingdom/,8.2
Novotel Paris Centre Bercy,https://www.hotels.com/ho177784/novotel-paris-centre-bercy-paris-france/,8.6
Hotel Lam e,https://www.hotels.com/ho120289/grand-hyatt-hong-kong-hong-kong-hong-kong-sar/,9.4
Hotel Amsterdam De Roode Leeuw,https://www.hotels.com/ho112756/hotel-amsterdam-de-roode-leeuw-amsterdam-netherlands/,8.2
H tel Juliana Paris,https://www.hotels.com/ho2490816064/okko-hotels-paris-la-defense-nanterre-france/,8.2
Attica 21 Barcelona Mar,https://www.hotels.com/ho344721/hotel-attica-21-barcelona-mar-barcelona-spain/,8.2
Hotel Odeon Saint Germain,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Falkensteiner Hotel Wien Margareten,https://www.hotels.com/ho436465/maxx-by-steigenberger-vienna-vienna-austria/,8.8
Mill sime H tel,https://www.hotels.com/ho770887616/ten-mile-suites-103-downtown-condos-with-on-site-hot-tub-breckenridge-united-states-of-america/,8.8
Vincci Gala,https://www.hotels.com/ho445977/vincci-gala-barcelona-spain/,9.0
London Bridge Hotel,https://www.hotels.com/ho399485/the-bridge-hotel-london-london-united-kingdom/,7.0
AZIMUT Hotel Vienna,https://www.hotels.com/ho238998/azimut-hotel-vienna-vienna-austria/,8.4
Au Manoir Saint Germain,https://www.hotels.com/ho282345/hotel-au-manoir-st-germain-des-pres-paris-france/,8.4
H tel Balzac,https://www.hotels.com/ho340194/the-park-hyderabad-hyderabad-india/,7.0
H tel Gustave,https://www.hotels.com/ho222281/tallink-city-hotel-tallinn-estonia/,8.8
Saint SHERMIN bed breakfast champagne,https://www.hotels.com/ho282043/saint-shermin-vienna-austria/,9.2
IH Hotels Milano Lorenteggio,https://www.hotels.com/ho129807/ih-hotels-milano-lorenteggio-milan-italy/,8.4
Castille Paris Starhotels Collezione,https://www.hotels.com/ho114934/castille-paris-starhotels-collezione-paris-france/,8.6
The Victoria,https://www.hotels.com/ho196324/ax-the-victoria-hotel-sliema-malta/,8.8
Hotel Beethoven Wien,https://www.hotels.com/ho209506/hotel-beethoven-wien-vienna-austria/,9.4
Royal Amsterdam Hotel,https://www.hotels.com/ho463249/royal-amsterdam-hotel-amsterdam-netherlands/,7.4
Le Burgundy Paris,https://www.hotels.com/ho360992/le-burgundy-paris-france/,9.0
The Cranley Hotel,https://www.hotels.com/ho424069/the-cranley-hotel-cranleigh-united-kingdom/,6.4
Hotel Topazz,https://www.hotels.com/ho410431/hotel-topazz-lamee-vienna-austria/,9.2
InterContinental London Park Lane,https://www.hotels.com/ho106245/intercontinental-london-park-lane-london-united-kingdom/,9.0
Petit Palace Barcelona,https://www.hotels.com/ho242689/petit-palace-boqueria-garden-barcelona-spain/,9.0
11 Cadogan Gardens,https://www.hotels.com/ho278952/11-cadogan-gardens-hotel-apartments-london-united-kingdom/,8.8
Cram,https://www.hotels.com/ho184064/cram-hotel-barcelona-spain/,8.4
Hotel Les Bulles De Paris,https://www.hotels.com/ho125330/hotel-les-bulles-de-paris-paris-france/,8.4
Banke H tel,https://www.hotels.com/ho1353501088/hotel-gran-roc-sestriere-italy/,7.8
H10 Casanova,https://www.hotels.com/ho244678/h10-casanova-barcelona-spain/,8.6
Mercure Grand Hotel Biedermeier Wien,https://www.hotels.com/ho132405/grand-hotel-mercure-biedermeier-wien-vienna-austria/,8.6
Amarante Beau Manoir,https://www.hotels.com/ho152603/best-western-premier-le-swann-paris-france/,8.2
Le Mathurin Hotel Spa,https://www.hotels.com/ho222872/le-mathurin-hotel-spa-paris-france/,8.8
Silken Concordia,https://www.hotels.com/ho220410/hotel-concordia-barcelona-spain/,8.2
Crowne Plaza Milan City,https://www.hotels.com/ho270668/crowne-plaza-milan-city-milan-italy/,8.8
The Mirror Barcelona,https://www.hotels.com/ho368507/the-mirror-barcelona-barcelona-spain/,8.6
Claridge s,https://www.hotels.com/ho106311/london-marriott-hotel-grosvenor-square-london-united-kingdom/,8.4
The Soho Hotel,https://www.hotels.com/ho223825/the-soho-hotel-firmdale-hotels-london-united-kingdom/,9.8
Hotel Bachaumont,https://www.hotels.com/ho493874/hotel-bachaumont-paris-france/,9.2
Les Jardins Du Marais,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Armani Hotel Milano,https://www.hotels.com/ho392263/armani-hotel-milano-milan-italy/,9.2
Hotel Imlauer Wien,https://www.hotels.com/ho332839/hotel-imlauer-vienna-vienna-austria/,9.0
Hotel Atmospheres,https://www.hotels.com/ho129483/hotel-atmospheres-paris-france/,9.0
Grand Hotel Saint Michel,https://www.hotels.com/ho202244/grand-hotel-saint-michel-paris-france/,8.8
Golden Tulip Opera de Noailles,https://www.hotels.com/ho124017/golden-tulip-opera-de-noailles-paris-france/,8.8
DO CO Hotel Vienna,https://www.hotels.com/ho297533/do-co-hotel-vienna-vienna-austria/,9.0
Eurostars Embassy,https://www.hotels.com/ho271251/hotel-eurostars-embassy-vienna-austria/,8.4
Hotel Park Lane Paris,https://www.hotels.com/ho113313/hotel-park-lane-paris-paris-france/,8.6
TownHouse Galleria,https://www.hotels.com/ho322755/galleria-vik-milano-milan-italy/,8.4
The College Hotel,https://www.hotels.com/ho222088/the-college-hotel-amsterdam-netherlands/,8.4
Hotel Sanpi Milano,https://www.hotels.com/ho130730/hotel-sanpi-milano-milan-italy/,8.6
Mercure Wien Zentrum,https://www.hotels.com/ho121003/hotel-mercure-wien-zentrum-vienna-austria/,8.4
Mokinba Hotels King,https://www.hotels.com/ho279505/mokinba-hotels-king-milan-italy/,7.2
Alma Boutique Hotel,https://www.hotels.com/ho462724/alma-boutique-hotel-vienna-austria/,8.6
