hotel_name,scraped_info
London Marriott Hotel West India Quay,"[5.0, 'https://www.hotels.com/ho219357/london-marriott-hotel-canary-wharf-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183101285&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179523&selected=1183289&sort=RECOMMENDED&top_dp=217&top_cur=EUR&userIntent=&selectedRoomType=65507&selectedRatePlan=252293258&expediaPropertyId=1183289']"
DoubleTree By Hilton London Excel,"[4.0, 'https://www.hotels.com/ho218082/doubletree-by-hilton-hotel-london-excel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183170838&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6004179&selected=990855&sort=RECOMMENDED&top_dp=96&top_cur=EUR&userIntent=&selectedRoomType=201412424&selectedRatePlan=388616418&expediaPropertyId=990855']"
Mercure Paris Terminus Nord,"[4.0, 'https://www.hotels.com/ho112786/25hours-hotel-paris-terminus-nord-paris-france/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183244779&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=15940&sort=RECOMMENDED&top_dp=212&top_cur=EUR&userIntent=&selectedRoomType=315826295&selectedRatePlan=384784583&expediaPropertyId=15940']"
Park Plaza Victoria London,"[4.0, 'https://www.hotels.com/ho198280/park-plaza-victoria-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183312441&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=801796&sort=RECOMMENDED&top_dp=224&top_cur=EUR&userIntent=&selectedRoomType=314307584&selectedRatePlan=382952276&expediaPropertyId=801796']"
The Principal London,"[nan, nan]"
WestCord Fashion Hotel Amsterdam,"[4.0, 'https://www.hotels.com/ho311478/westcord-fashion-hotel-amsterdam-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183394568&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6157565&selected=2543850&sort=RECOMMENDED&top_dp=117&top_cur=EUR&userIntent=&selectedRoomType=200304267&selectedRatePlan=201833846&expediaPropertyId=2543850']"
Radisson Blu Edwardian Grafton,"[4.0, 'https://www.hotels.com/ho122646/radisson-blu-edwardian-grafton-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183472182&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=608&sort=RECOMMENDED&top_dp=193&top_cur=EUR&userIntent=&selectedRoomType=314243428&selectedRatePlan=382751259&expediaPropertyId=608']"
Glam Milano,"[4.0, 'https://www.hotels.com/ho279496/hotel-glam-milano-milan-italy/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183557249&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=553248635810303227&selected=2521132&sort=RECOMMENDED&top_dp=120&top_cur=EUR&userIntent=&selectedRoomType=201150889&selectedRatePlan=276374065&expediaPropertyId=2521132']"
The Montcalm At Brewery London City,"[nan, 'https://www.hotels.com/ho374303/the-montcalm-at-brewery-london-city-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183633508&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=4269455&sort=RECOMMENDED&top_dp=252&top_cur=EUR&userIntent=&selectedRoomType=212416992&selectedRatePlan=236291879&expediaPropertyId=4269455']"
Radisson Blu Edwardian Vanderbilt,"[4.0, 'https://www.hotels.com/ho122649/radisson-blu-edwardian-vanderbilt-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183907515&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=11715&sort=RECOMMENDED&top_dp=398&top_cur=EUR&userIntent=&selectedRoomType=314243399&selectedRatePlan=382751307&expediaPropertyId=11715']"
Novotel London West,"[4.0, 'https://www.hotels.com/ho143566/novotel-london-west-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673183972607&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179528&selected=17246&sort=RECOMMENDED&top_dp=123&top_cur=EUR&userIntent=&selectedRoomType=200013534&selectedRatePlan=200062424&expediaPropertyId=17246']"
Bloomsbury Palace Hotel,"[nan, nan]"
Dorsett Shepherds Bush,"[4.0, 'https://www.hotels.com/ho448551/dorsett-shepherds-bush-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184046338&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6054500&selected=7049006&sort=RECOMMENDED&top_dp=133&top_cur=EUR&userIntent=&selectedRoomType=200505918&selectedRatePlan=203561064&expediaPropertyId=7049006']"
Amba Hotel Marble Arch,"[4.0, 'https://www.hotels.com/ho105507/amba-hotel-marble-arch-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184118642&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=8704&sort=RECOMMENDED&top_dp=255&top_cur=EUR&userIntent=&selectedRoomType=201221412&selectedRatePlan=244272726&expediaPropertyId=8704']"
DoubleTree by Hilton Amsterdam Centraal Station,"[4.0, 'https://www.hotels.com/ho364506/doubletree-by-hilton-hotel-amsterdam-centraal-station-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184195763&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=3977985&sort=RECOMMENDED&top_dp=228&top_cur=EUR&userIntent=&selectedRoomType=200134296&selectedRatePlan=388615014&expediaPropertyId=3977985']"
Millennium Hotel London Mayfair,"[nan, 'https://www.hotels.com/ho106275/the-biltmore-mayfair-lxr-hotels-resorts-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184262599&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=47581&sort=RECOMMENDED&top_dp=541&top_cur=EUR&userIntent=&selectedRoomType=213307247&selectedRatePlan=388616458&expediaPropertyId=47581']"
Novotel London Wembley,"[4.0, 'https://www.hotels.com/ho450528/novotel-london-wembley-wembley-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184316684&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=4253&destination=Wembley%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=553248634739918835&selected=7622451&sort=RECOMMENDED&top_dp=122&top_cur=EUR&userIntent=&selectedRoomType=200667669&selectedRatePlan=203269786&expediaPropertyId=7622451']"
DoubleTree by Hilton London Westminster,"[4.0, 'https://www.hotels.com/ho211924/the-westminster-london-curio-collection-by-hilton-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184393159&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=914179&sort=RECOMMENDED&top_dp=193&top_cur=EUR&userIntent=&selectedRoomType=200136378&selectedRatePlan=282037823&expediaPropertyId=914179']"
NH Collection Amsterdam Grand Hotel Krasnapolsky,"[nan, 'https://www.hotels.com/ho195872/nh-collection-amsterdam-grand-hotel-krasnapolsky-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184476207&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=25618&sort=RECOMMENDED&top_dp=313&top_cur=EUR&userIntent=&selectedRoomType=201006916&selectedRatePlan=205065810&expediaPropertyId=25618']"
Pullman London St Pancras,"[4.0, 'https://www.hotels.com/ho171220/pullman-london-st-pancras-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184525798&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=535667&sort=RECOMMENDED&top_dp=263&top_cur=EUR&userIntent=&selectedRoomType=200528420&selectedRatePlan=202795219&expediaPropertyId=535667']"
Hampshire Hotel Amsterdam American,"[nan, nan]"
Holiday Inn London Bloomsbury,"[4.0, 'https://www.hotels.com/ho279114/holiday-inn-london-bloomsbury-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184607339&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=22262&sort=RECOMMENDED&top_dp=194&top_cur=EUR&userIntent=&selectedRoomType=200696432&selectedRatePlan=381158084&expediaPropertyId=22262']"
Thistle Euston,"[nan, nan]"
St George s Hotel Wembley,"[4.0, 'https://www.hotels.com/ho516103/st-george-hotel-wembley-wembley-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184672070&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=4253&destination=Wembley%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=553248634739918835&selected=10928595&sort=RECOMMENDED&top_dp=90&top_cur=EUR&userIntent=&selectedRoomType=201043437&selectedRatePlan=207048031&expediaPropertyId=10928595']"
citizenM Amsterdam,"[4.0, 'https://www.hotels.com/ho356737/citizenm-hotel-amsterdam-south-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184728134&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6254000&selected=2512874&sort=RECOMMENDED&top_dp=138&top_cur=EUR&userIntent=&selectedRoomType=200711417&selectedRatePlan=203531562&expediaPropertyId=2512874']"
Radisson Blu Hotel Amsterdam,"[4.0, 'https://www.hotels.com/ho119714/radisson-blu-hotel-amsterdam-city-center-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184778986&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=14193&sort=RECOMMENDED&top_dp=224&top_cur=EUR&userIntent=&selectedRoomType=211213834&selectedRatePlan=228278645&expediaPropertyId=14193']"
Hilton London Paddington,"[4.0, 'https://www.hotels.com/ho189771/hilton-london-paddington-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184849221&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=598182&sort=RECOMMENDED&top_dp=183&top_cur=EUR&userIntent=&selectedRoomType=92558&selectedRatePlan=388616838&expediaPropertyId=598182']"
Jaz Amsterdam,"[3.5, 'https://www.hotels.com/ho547125/jaz-amsterdam-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184900196&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6144454&selected=10351228&sort=RECOMMENDED&top_dp=119&top_cur=EUR&userIntent=&selectedRoomType=321308964&selectedRatePlan=388570619&expediaPropertyId=10351228']"
Grange St Paul s Hotel,"[4.0, 'https://www.hotels.com/ho275564/leonardo-royal-london-st-paul-s-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673184981837&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=1457972&sort=RECOMMENDED&top_dp=224&top_cur=EUR&userIntent=&selectedRoomType=451542&selectedRatePlan=248116433&expediaPropertyId=1457972']"
Radisson Blu Edwardian New Providence Wharf,"[4.0, 'https://www.hotels.com/ho257616/radisson-blu-edwardian-new-providence-wharf-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185049042&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179523&selected=1658062&sort=RECOMMENDED&top_dp=193&top_cur=EUR&userIntent=&selectedRoomType=314243358&selectedRatePlan=382751148&expediaPropertyId=1658062']"
St Pancras Renaissance Hotel London,"[5.0, 'https://www.hotels.com/ho360456/st-pancras-renaissance-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185124533&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=3907784&sort=RECOMMENDED&top_dp=272&top_cur=EUR&userIntent=&selectedRoomType=200029901&selectedRatePlan=232277177&expediaPropertyId=3907784']"
Club Quarters Hotel Lincoln s Inn Fields,"[4.0, 'https://www.hotels.com/ho396660/club-quarters-hotel-covent-garden-holborn-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185195612&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=4735824&sort=RECOMMENDED&top_dp=184&top_cur=EUR&userIntent=&selectedRoomType=200257728&selectedRatePlan=380135604&expediaPropertyId=4735824']"
De Vere Devonport House,"[4.0, 'https://www.hotels.com/ho150369/the-bailey-s-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185263455&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=1038201&trackingData=AAAAEN6nLeX_DfHh_z-eXwxTY-Ofm6fnCJpfBgQHbku3g9Bj8PkQrH6kh6JwG_SJNWpckADWWvMeGZWK3NVb9PLavYfg25fVnObt_yjQpcWmf_MWwwJ9qNk9KR9f4dYTON3hJOy7P4LfuGtg5DFz-d5A_RG3I0B3xl3gJ_burlWpsmhcLoHw4gDQQg46ZTj1b7gdoIAcRhNnaKy3DUBblslZEm63gGbbF9uYbKZHNFXRtDsGRQ9kZTsgWbz6eBA27AuIXGfmM5rrqyqpRtL5Zu7o16LBJeMMBnFTRt2OObeAdCNJNEDA6RR7wnCNzScIkHmr82pVhA3vCg3n8W6AL4Mz0ouvKL2Ua0I6kMqsWjenJokI8xkQA0dQKurGGP8eDYf1_0AahoKhc8bG8-inIpJuUjoSc6O0FVX_eNdrTYYwY6uu9pItgtFcmeAPRCncATGNKkWqubHMWvUjp-SZNQ_eDIkgQhOM_TaobNSxaKF0KzqpJUwUF4h7Ep9bQUeueZR7HxnYri42G4eiqJtdI6831AgLHKVlj3V4y7UugIKZCOt5cEw2GV62R7TN9_pE-JeyzjYBpqIgFmcXnTK4lAxVT39p_SdMvTKQEWdvLXz178jP7UvtHfc8eoAAdOqmT59LPWeL2b1lWymhnPZxwDZ7DuQ74dVYx_qe-sVgCOM8Dc7LaT_0kwIXCBUc8e5--jijzxo4BLIT6xeZTsoptfGDvU-KzmhRzxE2j1FL4DQFpnTGfOPnb1b6njJQ9XXj56_b3O6r-dvAZ5Ks8PrUx0tXmnvZCMQ7fD1B03GvmezFXeG7ln37qyEt8nRT701L0knwErftAeKn6q0D3KzwLp28nFNVFPyuQyQMi4dQ__vPBaQuuNAGSK-i4aYIDAfFGmerAAfzZW2JtSrHZyD55U3YPHevX68oa0BxkMQTnNuRmD9ToIRaBmkrpUpjoKkJtOad1X6wRnEHxwWbA06pCzMzAkjTQlKr55cvChlgIcnSJ8gda3PjbkEkY9duazxmf7eGPA%3D%3D&rank=1&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.129874.2%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.0%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0&slots=&position=2&beaconIssued=2023-01-08T13%3A41%3A02&sort=RECOMMENDED&top_dp=190&top_cur=EUR&userIntent=&selectedRoomType=200632687&selectedRatePlan=240146843&expediaPropertyId=523223']"
Holiday Inn Paris Gare de l Est,"[nan, nan]"
Aloft London Excel,"[4.0, 'https://www.hotels.com/ho375509/aloft-london-excel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185327365&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6004179&selected=4292527&sort=RECOMMENDED&top_dp=125&top_cur=EUR&userIntent=&selectedRoomType=211205463&selectedRatePlan=228266792&expediaPropertyId=4292527']"
The Piccadilly London West End,"[5.0, 'https://www.hotels.com/ho116903/the-piccadilly-london-west-end-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185382790&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=3551&sort=RECOMMENDED&top_dp=226&top_cur=EUR&userIntent=&selectedRoomType=318096253&selectedRatePlan=386811216&expediaPropertyId=3551']"
Hotel degli Arcimboldi,"[4.0, 'https://www.hotels.com/ho453524/hotel-degli-arcimboldi-milan-italy/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185451796&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6244172&selected=7815154&sort=RECOMMENDED&top_dp=64&top_cur=EUR&userIntent=&selectedRoomType=200635694&selectedRatePlan=248024607&expediaPropertyId=7815154']"
TheWesley,"[4.0, 'https://www.hotels.com/ho271064/thewesley-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185519471&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=2143095&sort=RECOMMENDED&top_dp=163&top_cur=EUR&userIntent=&selectedRoomType=200396540&selectedRatePlan=202820911&expediaPropertyId=2143095']"
Corus Hotel Hyde Park,"[4.0, 'https://www.hotels.com/ho144800/corus-hyde-park-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185589169&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=428403&sort=RECOMMENDED&top_dp=118&top_cur=EUR&userIntent=&selectedRoomType=200318591&selectedRatePlan=232312119&expediaPropertyId=428403']"
Shangri La Hotel at The Shard London,"[nan, 'https://www.hotels.com/ho456469/shangri-la-the-shard-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185662075&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=8035714&sort=RECOMMENDED&top_dp=700&top_cur=EUR&userIntent=&selectedRoomType=202149681&selectedRatePlan=270187757&expediaPropertyId=8035714']"
NH Carlton Amsterdam,"[4.0, 'https://www.hotels.com/ho114748/nh-collection-amsterdam-flower-market-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185718381&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=527568&sort=RECOMMENDED&top_dp=219&top_cur=EUR&userIntent=&selectedRoomType=200799963&selectedRatePlan=204900975&expediaPropertyId=527568']"
Henry VIII,"[nan, 'https://www.hotels.com/ho163523/hotel-henry-viii-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185790101&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=6136&sort=RECOMMENDED&userIntent=&expediaPropertyId=6136']"
Club Quarters Hotel Gracechurch,"[4.0, 'https://www.hotels.com/ho163512/club-quarters-hotel-london-city-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673185845334&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=559689&sort=RECOMMENDED&top_dp=176&top_cur=EUR&userIntent=&selectedRoomType=200257658&selectedRatePlan=201507062&expediaPropertyId=559689']"
